training batch,Standardized_SMILES,y_true,y_preds,LogP
7,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,24.5,33.821754,3.863400000000003
7,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,49.3,42.52916,3.862600000000003
7,C=CCCCCCCCCC(=O)OCC,26.8,32.658047,3.8563000000000023
7,CCCCCC(C=O)=Cc1ccccc1,77.3,50.635036,3.8492000000000033
7,CCCCCCC(=O)c1ccccc1,41.7,44.38454,3.8397000000000014
7,CC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C,13.9,19.843771,3.8384000000000023
7,CCCCCCCCc1ccc(S(=O)(=O)O)cc1,101.3,87.54568,3.836300000000003
7,COc1cccc(C(O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,-16.9,0.98442006,3.831000000000003
7,O=Nc1ccc(Nc2ccccc2)cc1,108.9,86.546486,3.828100000000002
7,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,15.3,21.309399,3.817400000000002
7,COCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,33.6,27.812939,3.8145000000000016
7,CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,95.2,80.57964,3.8138000000000014
7,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,102.2,89.25885,3.8098
7,Cc1[nH]n(-c2cc(S(=O)(=O)O)ccc2Cl)c(=O)c1N=Nc1ccccc1,109.6,101.55093,3.789520000000001
7,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,40.7,45.0923,3.784220000000002
7,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,21.5,24.629913,3.7726000000000015
7,COc1cc(S(=O)(=O)O)c(C)cc1N=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12,94.8,95.65462,3.771220000000001
7,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,68.6,68.76976,3.7638000000000025
7,CCCCC(CC)COC(=O)c1ccccc1C(=O)O,99.0,54.944817,3.7580000000000022
7,CCCCCCCCC,3.2,25.782701,3.7569000000000026
7,CC[N+](CC)(CC([O-])=Nc1c(C)cccc1C)Cc1ccccc1,17.1,32.190147,3.750540000000002
7,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],97.6,86.5298,3.748700000000002
7,CCCCCCCCCCCCOCCOS(=O)(=O)O,98.4,91.49994,3.7433000000000014
7,O=C(O)CCN(C1(C(O)=NO)CCCC1)S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1,30.0,47.40322,3.741900000000002
7,Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,62.2,49.805546,3.737600000000002
7,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,102.5,83.703674,3.7359000000000018
7,CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,71.8,62.144733,3.732100000000002
7,CCOP(=S)(OCC)SCSCC,79.7,63.293903,3.727700000000003
7,CCCCCCCCCCCCOS(=O)(=O)O,102.3,90.60349,3.726700000000002
7,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],105.0,77.10583,3.720340000000003
7,CC(C)(c1ccccc1)c1ccc(O)cc1,103.1,93.59419,3.7181000000000015
7,CCCCCCCCCC(C)=O,15.8,28.526527,3.716100000000002
7,Oc1ccc(-c2ccccc2)cc1Cl,105.7,99.215614,3.712600000000001
7,CCCCCCCCCC[N+](C)(C)[O-],9.3,18.312407,3.7013000000000025
7,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,17.65,28.75271,3.689800000000001
7,Cc1[nH]n(-c2cc(Cl)c(S(=O)(=O)O)cc2Cl)c(=O)c1N=Nc1ccc(S(=O)(=O)O)cc1,102.2,97.898476,3.6896200000000015
7,CCCCN(CCCC)CCCC,38.5,25.782701,3.6887000000000025
7,[O]P(=O)(Oc1ccccc1)Oc1ccccc1,45.8,47.97501,3.6830000000000016
7,CCCCc1ccc(Cl)cc1,15.3,24.65704,3.6826000000000025
7,Oc1c(Br)cc(Br)cc1Br,105.0,99.11872,3.6797
7,CCCCCCC(C)(C)S,11.2,24.629864,3.6652000000000022
7,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,69.0,57.47839,3.662900000000002
7,CC(=O)C=CC1=C(C)CCCC1(C)C,33.0,32.05295,3.6582000000000026
7,OC1CCCCCCCCCCC1,44.9,31.346523,3.652000000000003
7,Clc1ccc(Cl)c(Cl)c1,7.5,33.519176,3.6468000000000007
7,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,78.6,80.18028,3.645100000000002
7,CC(C)c1cccc(C(C)C)c1O,65.9,65.83401,3.6390000000000025
7,Oc1ccc(Cl)cc1Cc1ccccc1,105.0,96.46224,3.6364000000000023
7,CCC(C)(C)C1CCC(OC)CC1,34.2,27.347124,3.6278000000000015
7,CCN(CC)C(=S)SSC(=S)N(CC)CC,55.2,51.13296,3.621200000000002
7,COP(=S)(OC)Oc1ccc(SC)c(C)c1,94.0,84.9841,3.6130200000000015
7,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,87.9,72.83712,3.612600000000002
7,C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,57.3,52.974934,3.6101000000000023
7,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,93.2,83.65683,3.609600000000003
7,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,51.3,48.5602,3.609200000000002
7,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,83.7,57.244034,3.6038000000000014
7,CCCCOC(=O)c1ccccc1C(=O)OCCCC,70.8,49.366047,3.600400000000003
7,CC(C)=CC1C(C(=O)OCn2c(O)c3c(c2O)CCC=C3)C1(C)C,28.1,28.460196,3.597800000000003
7,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,39.1,44.064358,3.5847200000000026
7,CCCCCCCCCCCCCC(=O)OCC(O)CO,38.1,33.673466,3.583900000000002
7,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,-8.0,16.824043,3.5801000000000016
7,COC1COCCC1NC1CCC(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1,20.9,25.145823,3.573500000000003
7,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,102.4,99.875946,3.5705
7,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,31.9,33.464092,3.567700000000002
7,CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc3nonc3c2)cc1,5.1,21.381725,3.5675000000000017
7,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,108.6,92.319305,3.566400000000004
7,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,15.9,26.892506,3.566200000000003
7,CCN(C(=O)c1cc(C)cc(OCC(C)N=c2cc[nH]cc2)c1)C(C)C,5.9,28.443605,3.5618200000000018
7,Clc1cccc(C(Cl)(Cl)Cl)n1,76.0,59.988304,3.5617
7,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,100.2,97.59961,3.560100000000002
7,CCC(C)(CCCC(C)C)OC(C)=O,9.6,15.717192,3.544500000000003
7,O=C(Nc1ccccc1)c1ccccc1I,73.6,58.80889,3.5435000000000016
7,CC(Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O,11.1,16.66001,3.523600000000002
7,CCCCCCCOC(=O)c1ccc(O)cc1,103.0,93.55005,3.5194000000000027
7,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,66.8,42.263653,3.516400000000002
7,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,56.9,61.14839,3.5139200000000006
7,ClC(Cl)(Cl)c1ccccc1,62.4,54.330914,3.513300000000002
7,O=NN(c1ccccc1)c1ccccc1,86.7,67.33627,3.5061000000000018
7,CC(COCC(C)OC(=O)c1ccccc1)OC(=O)c1ccccc1,34.7,42.31859,3.4940000000000024
7,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,15.8,23.78193,3.4925000000000024
7,CSC1=NC(C)(c2ccccc2)C(=O)N1Nc1ccccc1,35.3,38.685966,3.4901000000000018
7,c1ccc(Oc2ccccc2)cc1,57.9,50.91053,3.478900000000001
7,CCSC(=O)N(CC(C)C)CC(C)C,13.3,34.58307,3.4735000000000023
7,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,10.1,33.170868,3.4697000000000022
7,CCC(=O)OC(C)(C)C1CC=C(C)CC1,11.6,18.600939,3.4646000000000026
7,NC(=O)N(O)C1C=CC(Oc2cccc(Oc3ccc(F)cc3)c2)C1,93.0,69.4896,3.4638000000000027
7,O=c1cc(-c2ccccc2)oc2ccccc12,95.1,61.268566,3.4600000000000017
7,Cc1ccc(C)c2ccccc12,55.0,34.844093,3.456640000000002
7,O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(N=Nc3ccccc3)c(O)ccc2c1,108.8,101.95882,3.454200000000002
7,O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3cc(S(=O)(=O)O)ccc23)cc1,97.9,100.30503,3.454200000000001
7,CC1=CCC(=C(C)C)CC1,19.0,28.213219,3.453000000000002
7,CC=CC=CCCCCCCCO,61.9,53.6064,3.451600000000002
7,CCCCCCCCCCCC(=O)N(C)CC(=O)O,85.9,52.54717,3.4503000000000013
7,O=C(c1ccccc1)C1CCCCC1,45.5,44.566032,3.449600000000002
7,c1ccc(P(c2ccccc2)c2ccccc2)cc1,17.6,31.6465,3.4448000000000016
7,CCC(C)(CC)c1cc(=NC(=O)c2c(OC)cccc2OC)o[nH]1,79.6,70.17012,3.443700000000001
7,O=C(C=Cc1ccccc1)OCc1ccccc1,75.4,51.659336,3.443200000000002
7,c1ccc(Nc2ccccc2)cc1,83.8,55.904472,3.430200000000001
7,CCCCc1ccc2cccc(S(=O)(=O)O)c2c1,101.1,88.87974,3.429100000000002
7,CCCCCCOC(=O)c1ccccc1,51.2,38.013706,3.423700000000002
7,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,96.0,93.54284,3.423700000000002
7,CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,46.2,33.255165,3.4094000000000024
7,COc1ccc(C=CS(=O)(=O)NC(=O)c2ccc(C)cc2Cl)cc1,88.8,74.842094,3.387520000000002
7,NC(=O)N1c2ccccc2C=Cc2ccccc21,56.6,42.692337,3.3872000000000018
7,Oc1c2c(c(O)n1SC(Cl)(Cl)Cl)CC=CC2,89.1,83.895584,3.3781000000000008
7,C=CCCCCCCCCC(=O)O,92.6,69.32773,3.377800000000001
7,CCCCCCCC,111.1,25.782701,3.3668000000000022
7,FC(F)(F)c1ccc(Cl)cc1,8.9,24.546843,3.3588000000000013
7,Oc1cc(Cl)c(Cl)cc1Cl,103.4,97.110054,3.3524000000000003
7,Oc1c(Cl)cc(Cl)cc1Cl,100.0,96.57663,3.3523999999999994
7,CCCC(=O)OC(C)(C)Cc1ccccc1,29.9,42.536263,3.3510000000000018
7,CCC(=O)Nc1ccc(Cl)c(Cl)c1,58.0,44.56163,3.3419000000000016
7,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,25.5,29.28449,3.3415000000000017
7,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,31.7,27.48681,3.3415000000000017
7,O=C1CCC(C2CCCCC2)CC1,53.6,31.452854,3.3260000000000023
7,CCCCCCCCCC=O,94.7,41.39857,3.3260000000000023
7,O=c1[nH]c2ccc([S+]([O-])CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1,-16.3,-10.728394,3.3225000000000025
7,Cc1cc(NC(=O)C(=O)O)cc(C)c1Oc1ccc(O)c2c1CCC2,105.4,91.08129,3.313140000000001
7,CCc1ccc(CCOc2ccc(Cc3sc(=O)[nH]c3O)cc2)nc1,88.7,88.13259,3.311700000000002
7,CCCCCCCCCC(=O)OC,20.2,28.877499,3.3001000000000023
7,CCCCCCCOC(=O)CCC,18.6,22.242828,3.3001000000000023
7,CC(C)OC(=O)Nc1cccc(Cl)c1,74.2,66.1448,3.2969000000000017
7,CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl,24.7,34.0166,3.294120000000002
7,Cc1ccc(C(C)(C)C)cc1,8.8,19.700834,3.292520000000001
7,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,54.3,39.119133,3.2829000000000024
7,CC1CCCC(=O)CCC=CCc2cc(O)cc(O)c2C(=O)O1,28.1,32.033897,3.2750000000000026
7,CC(C)(C)c1ccc(S)cc1,37.9,29.254953,3.272800000000002
7,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,84.1,84.20131,3.2711000000000023
7,CCCCCCCCn1sccc1=O,40.3,33.14148,3.2703000000000024
7,CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1,43.3,53.237583,3.268600000000002
7,C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1,99.7,75.34072,3.255200000000002
7,CCc1ccc(O)c(C(C)(C)C)c1,87.9,76.179,3.252100000000002
7,CC(=O)OCC=C(C)CCC=C(C)C,24.6,34.152008,3.242200000000002
7,C=CC(C)(CCC=C(C)C)OC(C)=O,15.4,34.152256,3.2406000000000024
7,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,18.7,45.406754,3.2398000000000007
7,O=C(O)CCCOc1ccc(Cl)cc1Cl,99.4,85.99485,3.237000000000002
7,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,69.6,48.3245,3.2335000000000003
7,CCCCOC(=O)CCCCC(=O)OCCCC,9.9,20.542744,3.2334000000000023
7,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,99.2,87.531075,3.2283800000000014
7,CCCCCCOc1ccc(N)cc1,94.7,79.73362,3.227900000000001
7,CSc1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1C,15.4,41.085712,3.2182200000000014
7,CCCCCCCCCC(=O)O,93.7,69.10624,3.2117000000000013
7,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,30.4,37.057125,3.2081000000000017
7,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(c7coc(O)c7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,13.1,15.67783,3.2011000000000016
7,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,75.6,73.14345,3.1887000000000016
7,Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,91.0,67.91163,3.183600000000002
7,CCC(C)(C)C1CCC(=O)CC1,19.8,21.631287,3.181900000000001
7,O=C(O)c1cccc(Oc2ccccc2)c1,98.8,76.23622,3.177100000000001
7,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,96.4,89.25885,3.1745
7,ClC(Cl)c1ccccc1,12.4,31.560234,3.1628000000000016
7,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,98.8,67.27818,3.154700000000002
7,CCC(=O)OC1CC2CCC1(C)C2(C)C,10.6,16.057396,3.1544000000000016
7,Cc1cccc2ccccc12,24.8,34.415337,3.148220000000002
7,c1ccc(OCCOc2ccccc2)cc1,23.4,43.002026,3.144400000000002
7,O=C(CC(=O)c1ccccc1)c1ccccc1,71.3,48.39785,3.142300000000001
7,Cc1[nH]n(-c2ccc(S(=O)(=O)O)cc2)c(=O)c1N=Nc1ccccc1,108.3,104.51232,3.136120000000001
7,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,64.8,60.961723,3.1350000000000016
7,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,106.7,95.95041,3.1348400000000005
7,CCCO[Si](OCCC)(OCCC)OCCC,10.3,27.440119,3.128400000000002
7,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,4.7,23.757036,3.1243000000000016
7,CCOCN(C(=O)CCl)c1c(C)cccc1CC,51.4,40.376392,3.1232200000000017
7,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,30.4,25.395107,3.122300000000001
7,CCCCCCCCCCO,69.5,38.25506,3.119400000000002
7,CCC(=NOCC=CCl)C1C(=O)CC(C2CCOCC2)CC1=O,12.4,26.662771,3.1125000000000016
7,O=C(Cc1ccccc1)c1ccccc1,63.1,50.147728,3.112000000000002
7,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,97.1,89.15843,3.1102000000000007
7,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,103.1,97.883354,3.108600000000001
7,CCCCCC=CCCC=O,69.6,45.653957,3.102000000000001
7,ClP(Cl)c1ccccc1,11.2,30.539558,3.101400000000001
7,CON=C(C(=O)OC)c1ccccc1COc1ccccc1C,94.0,78.71727,3.097520000000002
7,Cc1cccc(N=c2cc(Cl)[nH]c(SCC(=O)O)n2)c1C,94.3,80.16302,3.0890400000000007
7,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,34.4,42.359543,3.0869000000000018
7,O=C(OCCc1ccccc1)c1ccccc1,91.9,54.754135,3.086100000000002
7,CCCCCCCCCCN,10.1,29.129791,3.0858000000000008
7,CCC(C)(C)c1ccc(O)cc1,91.2,93.54284,3.079800000000001
7,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,67.1,43.76115,3.079200000000002
7,CCCCCCCCSCCO,75.0,38.65252,3.0724000000000022
7,CCCCCCC(C)(C)C(=O)O,53.3,44.391743,3.067600000000001
7,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,42.1,37.692753,3.060500000000001
7,Oc1ccccc1-c1ccccc1,91.7,92.381325,3.059200000000001
7,Oc1ccc(-c2ccccc2)cc1,100.9,100.422676,3.059200000000001
7,Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,96.5,86.00677,3.0586400000000014
7,O=C(OCc1ccccc1)c1ccccc1,88.2,56.930256,3.0436000000000014
7,CCCCc1ccccc1,16.0,24.17196,3.029200000000001
7,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,60.2,43.891197,3.0185000000000013
7,Nc1ccc(Nc2ccccc2)cc1,90.1,82.246475,3.0124000000000013
7,CCC(CC)C(C)CCOC(C)=O,12.3,18.443155,3.0119000000000016
7,CC(=O)OC1CC(C)CCC1C(C)C,37.8,28.343714,3.0103000000000018
7,CCCCCc1ccc(N)cc1,89.4,67.41359,3.001500000000001
7,C=C1CCC2CC1C2(C)C,12.3,15.410026,2.9987000000000013
7,C=C1C2CCC(C2)C1(C)C,6.9,15.410026,2.9987000000000013
7,Cc1ccc(C(C)(C)C)c(O)c1,66.2,69.03575,2.998120000000001
7,COc1cc(OC)nc(Sc2cccc(Cl)c2C(=O)O)n1,66.3,62.585697,2.9966000000000017
7,CCOC(=O)c1ccc(C2CCC(NCC(O)COc3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1,61.4,59.88556,2.996100000000002
7,Clc1cccc(Cl)c1,6.5,35.442417,2.993400000000001
7,Clc1ccc(Cl)cc1,-12.7,25.139326,2.993400000000001
7,Clc1ccccc1Cl,20.8,41.219933,2.9934000000000003
7,CCc1cccc(CC)c1N(COC)C(=O)CCl,39.7,39.658955,2.9871000000000016
7,CC(C)(C)c1ccccc1,-1.2,34.025734,2.984100000000001
7,ClCCOP(OCCCl)OCCCl,6.1,17.85777,2.9795000000000016
7,CCC(C)(O)CCCC(C)C,11.3,18.719923,2.973700000000002
7,C=Cc1ccccc1C=C,23.8,33.255165,2.9726000000000017
7,CCCCCCCCN1CCCC1=O,19.5,27.216284,2.9693000000000014
7,Oc1ccc2c(c1)-c1ccccc1C2,85.3,83.85797,2.963400000000001
7,S=c1[nH]c2ccccc2s1,98.65,72.45613,2.95889
7,CCCCCCCCCCOS(=O)(=O)O,98.9,90.60349,2.946500000000001
7,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,48.0,44.499523,2.946400000000001
7,CCOC(=O)Cc1cccc2ccccc12,84.0,51.221348,2.945400000000001
7,CC(C)COC(=O)CCCCC(=O)OCC(C)C,63.2,44.15026,2.9452000000000016
7,CCC(=O)c1ccc(Cl)cc1,15.6,30.461472,2.9327000000000014
7,C=CC(=O)OCCCCCC(C)C,19.9,14.150155,2.9320000000000013
7,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,9.5,32.95889,2.9287600000000014
7,CCC(C)(CCC(C)C)C(=O)O,38.0,38.844032,2.9235000000000007
7,Cc1cc(C)c(C)cc1C,14.1,39.18954,2.9202800000000018
7,O=C(c1ccccc1)c1ccccc1,87.0,48.39785,2.917600000000001
7,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,10.4,23.757036,2.916100000000001
7,CCCCCCCCOC(C)=O,15.0,20.534649,2.910000000000002
7,CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc(=O)c2nn(Cc3ccccn3)c(CC)c2[nH]1,18.8,20.123344,2.9073
7,CCC(C)c1ccc(O)cc1,97.5,92.65941,2.9057000000000013
7,Cc1cc(Cl)ccc1OCCCC(=O)O,99.3,84.296196,2.8920200000000005
7,CC(Cc1ccc(OCC(=O)O)cc1)NCC(O)c1csc(C(F)(F)F)n1,22.3,33.79363,2.879500000000001
7,CC(C)=CCCC(C)=CC=O,33.5,37.904556,2.878000000000001
7,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-1.3,25.661472,2.873600000000001
7,C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,40.9,43.500946,2.873000000000001
7,COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,22.0,22.066698,2.872200000000001
7,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,41.7,40.140823,2.871600000000001
7,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,94.7,98.751236,2.8712000000000013
7,COc1ccc(S(=O)(=O)N2C(=O)C(c3ccccc3OC)(N3CC(O)CC3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1,21.8,27.328356,2.8683000000000014
7,N#Cc1c(Cl)cccc1Cl,77.7,63.479534,2.8650800000000007
7,O=P(OCCCl)(OCCCl)OCCCl,-17.6,13.126857,2.8607000000000014
7,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,59.0,60.63128,2.851100000000001
7,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,81.7,79.086,2.845300000000001
7,c1ccc2ccccc2c1,34.8,31.043606,2.839800000000001
7,Cc1cc(C2CC2)[nH]c(=Nc2ccccc2)n1,91.0,68.64079,2.8279200000000007
7,Cc1ccc(C(C)C)cc1O,80.5,76.9588,2.8240200000000013
7,Cc1ccc(C(C)C)c(O)c1,59.3,61.585373,2.824020000000001
7,CCCCCCCCC(=O)O,94.0,69.10624,2.821600000000001
7,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,56.5,42.601986,2.817000000000001
7,CCCCCCCCCCCC(=O)OCC(O)CO,52.4,33.673466,2.8037000000000014
7,O=C(N=c1cc[nH]c(Cl)c1)Nc1ccccc1,54.6,65.856285,2.8009000000000004
7,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,98.4,93.052666,2.7993200000000007
7,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,54.8,49.186924,2.7989000000000006
7,O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,96.4,63.997166,2.7967000000000013
7,CC(C)(C)C1CCC(=O)CC1,7.2,21.518435,2.791800000000001
7,CCC(C)C1CCCCC1=O,9.9,10.56274,2.791800000000001
7,O=S(=O)(NC1(C(O)=NO)CCOCC1)c1ccc(Oc2ccc(F)cc2)cc1,48.4,46.609005,2.791200000000001
7,N#Cc1cc(Br)c(O)c(Br)c1,101.8,100.28297,2.78888
7,c1cnc2c(c1)ccc1cccnc12,46.1,33.255165,2.7830000000000004
7,CCCCC(CC)COC(C)=O,10.1,16.785738,2.765900000000001
7,CC(=O)OC1CC2CCC1(C)C2(C)C,12.2,15.683135,2.7643000000000013
7,CC(C)=CCCC(C)CCO,65.85,46.43633,2.751300000000001
7,O=C(OCc1ccccc1)c1ccc(O)cc1,103.2,101.02594,2.749200000000001
7,CC12CCC(CC1)C(C)(C)O2,12.9,15.992204,2.7441000000000013
7,CCSC(=O)N1CCCCCC1,11.8,18.991327,2.735500000000001
7,COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,34.3,42.501396,2.7345000000000006
7,O=C(OCCOCCOCCOC(=O)c1ccccc1)c1ccccc1,26.0,44.22416,2.733600000000001
7,CCCCCC1C(=O)CCC1CC(=O)OC,20.9,24.448324,2.725100000000001
7,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,109.0,97.28401,2.722100000000001
7,O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1,29.2,44.22416,2.7170000000000005
7,COc1c(Cl)ccc(Cl)c1C(=O)O,62.8,52.173855,2.7002000000000006
7,Oc1cc(Cl)ccc1Cl,105.0,97.110054,2.699
7,CC(C)(C)c1ccc(O)cc1,67.1,68.67565,2.689700000000001
7,CC(C)(C)c1cccc(O)c1,81.7,74.25935,2.689700000000001
7,Oc1ccccc1Cc1ccccc1O,100.9,89.13146,2.688600000000001
7,c1ccc2[nH]c(-c3cscn3)nc2c1,21.8,34.923435,2.6864
7,COP(=O)(OC)OC=C(Cl)Cl,13.9,24.017612,2.680400000000001
7,CCCCC(CC)COC(=O)CS,58.7,28.759657,2.675800000000001
7,C=CC(C)(O)CCC=C(C)C,13.0,34.502743,2.6698000000000013
7,C=CC(=C)CCCC(C)(C)O,28.9,28.970076,2.669800000000001
7,O=C(c1ccccc1)C1CCC1,30.8,42.344696,2.6694000000000013
7,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,12.6,18.410538,2.6667000000000005
7,CC(C)OP(C)(=O)OC(C)C,10.9,21.650734,2.659300000000001
7,Cc1ccc(Cl)cc1,11.3,20.864979,2.6484200000000007
7,CCCCOC(=O)c1ccccc1,17.1,37.50202,2.6435000000000013
7,Nc1ccc(Oc2ccc(N)cc2)cc1,90.0,76.97951,2.643300000000001
7,C=Cc1ccc(C)cc1,13.0,29.423122,2.638020000000001
7,COc1ccc(C(=O)c2ccccc2)c(O)c1,98.3,92.51523,2.631800000000001
7,CCC(C)COC(=O)CC(C)C,1.6,26.953983,2.621800000000001
7,CC1=C(C(=O)Nc2ccccc2)SCCO1,36.7,41.141785,2.620000000000001
7,Cc1ccc(C)c(C)c1,17.8,33.625378,2.611860000000001
7,O=C(Oc1ccccc1)c1ccccc1O,96.0,94.45946,2.611400000000001
7,O=C(Oc1ccccc1)c1ccc(O)cc1,105.3,99.29786,2.6114000000000006
7,C1=CC2C3CCC(C3)C2C1,75.5,40.959877,2.608600000000001
7,O=C(c1ccccc1)C(O)c1ccccc1,57.4,43.497032,2.602900000000001
